SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0230,Personal Product 286,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH5177,02/06/2025,20/05/2025,12/10/2027,99,374,35,66,1,1,"24,55",823,"15,23",76,27,2,"$2,98","$3,02","$1.116,20","1,97","19,00","83,90%",FEFO,In Stock,-4,19/06/2025,"0,62%","95,11%",Fragile
SKU0231,Household Product 48,Household,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH7179,27/08/2025,15/07/2025,27/02/2028,13,0,0,0,0,0,"8,19",202,"0,00",13,5,1,"$9,71","$10,82","$0,00","245,70","3,00","95,04%",FIFO,Out of Stock,-3,31/08/2025,"4,51%","80,73%",
SKU0232,Beverages Product 371,Beverages,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH6455,10/05/2025,21/04/2025,11/07/2027,122,204,79,43,3,4,"26,06",639,"7,83",161,57,4,"$3,30","$3,42","$672,93","3,83","11,00","83,72%",FIFO,In Stock,-2,13/08/2025,"7,69%","66,32%",
SKU0233,Personal Product 61,Personal Care,B,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH4350,15/03/2025,18/02/2025,03/08/2029,178,177,52,33,3,1,"18,85",542,"9,39",90,33,3,"$5,91","$5,60","$1.045,43","3,19","9,00","91,97%",FIFO,In Stock,0,01/07/2025,"8,34%","71,86%",
SKU0234,Meat Product 239,Meat,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH6892,23/06/2025,22/05/2025,06/07/2025,78,25,3,1,2,0,"2,76",72,"9,06",21,10,4,"$6,18","$5,85","$154,56","3,31","2,00","98,53%",FEFO,Expiring Soon,7,12/07/2025,"4,99%","88,45%",Fragile
SKU0235,Beverages Product 164,Beverages,A,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH1749,21/06/2025,16/05/2025,15/10/2028,80,619,56,149,5,1,"95,80",2.105,"6,46",727,248,5,"$5,78","$6,18","$3.576,58","4,64","30,00","81,44%",FIFO,Low Stock,2,22/08/2025,"3,33%","60,84%",Temperature controlled
SKU0236,Personal Product 297,Personal Care,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH6404,01/08/2025,18/07/2025,06/09/2027,39,330,36,23,2,2,"18,72",458,"17,63",62,25,2,"$3,72","$3,81","$1.226,84","1,70","7,00","94,42%",FEFO,In Stock,3,29/06/2025,"-6,43%","81,11%",
SKU0237,Frozen Product 336,Frozen,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9037,07/05/2025,08/04/2025,07/05/2026,125,423,6,86,2,1,"39,87",976,"10,61",307,108,5,"$6,18","$6,70","$2.613,76","2,83","15,00","72,99%",FIFO,In Stock,1,26/07/2025,"-3,87%","63,52%",
SKU0238,Beverages Product 251,Beverages,A,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH9584,29/03/2025,27/03/2025,27/07/2026,164,588,160,166,0,0,"81,53",2.58,"7,21",621,213,5,"$6,38","$7,29","$3.749,56","4,16","31,00","87,77%",FIFO,Low Stock,-2,16/06/2025,"4,55%","67,30%",Seasonal SKU
SKU0239,Bakery Product 432,Bakery,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH4583,02/08/2025,01/07/2025,04/08/2025,38,421,3,78,0,1,"38,42",1.006,"10,96",121,44,2,"$2,21","$2,41","$932,22","2,74","12,00","71,21%",FEFO,Expiring Soon,-1,24/07/2025,"6,1%","87,54%",Temperature controlled
SKU0240,Personal Product 338,Personal Care,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH7739,08/09/2025,08/09/2025,01/09/2029,1,147,24,5,1,0,"15,96",366,"9,21",57,25,2,"$1,53","$1,46","$224,41","3,26","5,00","87,02%",FIFO,In Stock,3,04/07/2025,"-0,33%","91,82%",
SKU0241,Pantry Product 147,Pantry,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH8054,15/03/2025,23/01/2025,24/12/2029,178,30,3,2,2,2,"2,06",66,"14,56",6,4,1,"$2,05","$2,29","$61,57","2,06","1,00","81,93%",FIFO,In Stock,-4,27/08/2025,"-3,08%","93,62%",
SKU0242,Pantry Product 124,Pantry,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6807,28/04/2025,11/04/2025,26/09/2027,134,335,124,43,1,1,"26,19",700,"12,79",277,94,7,"$14,90","$15,11","$4.991,84","2,35","11,00","70,47%",FEFO,In Stock,-5,30/08/2025,"-0,36%","95,14%",
SKU0243,Bakery Product 290,Bakery,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH2320,25/06/2025,15/05/2025,02/07/2025,76,199,61,55,2,0,"28,26",923,"7,04",177,64,4,"$3,87","$4,05","$770,71","4,26","11,00","76,66%",FIFO,Expiring Soon,0,29/08/2025,"5,33%","94,17%",
SKU0244,Bakery Product 244,Bakery,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH2354,14/03/2025,11/02/2025,17/03/2025,179,48,0,6,2,0,"5,70",124,"8,42",21,10,2,"$2,66","$2,95","$127,59","3,56","4,00","98,82%",FEFO,Expiring Soon,0,19/06/2025,"6,17%","79,20%",
SKU0245,Pantry Product 440,Pantry,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4463,30/08/2025,04/07/2025,13/12/2027,10,215,27,18,1,1,"13,91",308,"15,46",91,35,4,"$3,05","$3,28","$655,30","1,94","9,00","95,65%",FEFO,In Stock,-2,06/08/2025,"5,31%","74,71%",Seasonal SKU
SKU0246,Beverages Product 144,Beverages,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH3938,25/03/2025,25/01/2025,31/05/2026,168,692,85,86,0,0,"94,87",2.802,"7,29",571,192,4,"$1,61","$1,75","$1.113,50","4,11","30,00","71,69%",FEFO,In Stock,4,07/09/2025,"-5,43%","66,38%",
SKU0247,Pantry Product 386,Pantry,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH4939,25/06/2025,20/05/2025,23/05/2027,76,299,24,16,0,2,"26,65",920,"11,22",209,76,5,"$8,87","$9,29","$2.653,51","2,67","16,00","70,90%",FEFO,In Stock,5,15/06/2025,"-4,87%","71,81%",
SKU0248,Seafood Product 387,Seafood,A,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1879,04/05/2025,28/04/2025,12/05/2025,128,205,40,17,0,0,"26,35",695,"7,78",124,45,3,"$11,45","$12,76","$2.347,13","3,86","10,00","83,58%",FEFO,Expiring Soon,-4,11/08/2025,"-3,9%","89,64%",
SKU0249,Seafood Product 394,Seafood,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1485,31/05/2025,21/04/2025,08/06/2025,101,180,88,41,1,0,"29,53",944,"6,10",183,65,4,"$11,23","$11,39","$2.020,63","4,92","12,00","96,27%",FEFO,Low Stock,-3,14/07/2025,"-4,19%","81,60%",
SKU0250,Seafood Product 482,Seafood,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH2404,24/07/2025,05/06/2025,02/08/2025,47,166,27,30,1,2,"14,70",326,"11,29",93,34,4,"$5,42","$5,40","$898,96","2,66","6,00","80,24%",FEFO,Expiring Soon,2,09/08/2025,"-1,05%","62,82%",
SKU0251,Fresh Product 79,Fresh Produce,B,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6909,02/06/2025,27/05/2025,10/06/2025,99,555,126,179,4,0,"51,89",1.774,"10,70",787,268,10,"$2,05","$1,85","$1.136,20","2,80","15,00","85,73%",FIFO,Low Stock,3,09/09/2025,"-4,85%","97,83%",
SKU0252,Frozen Product 390,Frozen,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH4070,07/08/2025,11/07/2025,25/02/2026,33,202,19,17,0,2,"10,12",358,"19,96",78,27,5,"$3,84","$3,54","$775,58","1,50","4,00","74,23%",FEFO,In Stock,-4,30/06/2025,"3,36%","72,84%",
SKU0253,Bakery Product 14,Bakery,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH6315,21/04/2025,25/02/2025,23/04/2025,141,226,31,26,3,1,"15,20",421,"14,87",115,39,5,"$1,15","$1,20","$259,65","2,02","8,00","96,42%",FEFO,Expiring Soon,-1,08/09/2025,"7,36%","63,51%",
SKU0254,Bakery Product 44,Bakery,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH3778,16/04/2025,04/03/2025,22/04/2025,146,365,0,12,1,0,"32,71",715,"11,16",252,88,5,"$3,88","$3,60","$1.417,37","2,69","14,00","92,53%",FEFO,Expiring Soon,2,19/08/2025,"6,44%","96,04%",Promotional item
SKU0255,Meat Product 75,Meat,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7899,21/05/2025,02/05/2025,03/06/2025,111,595,74,33,0,0,"31,62",1.003,"18,82",51,19,1,"$6,90","$7,26","$4.104,25","1,59","11,00","73,95%",FEFO,Expiring Soon,4,31/08/2025,"-8,23%","88,10%",
SKU0256,Personal Product 370,Personal Care,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH8501,05/04/2025,30/03/2025,10/05/2027,157,21,2,6,2,1,"2,74",58,"7,66",11,8,1,"$23,85","$25,73","$500,78","3,91","1,00","95,55%",FIFO,In Stock,6,02/08/2025,"-4,58%","79,35%",Fragile
SKU0257,Seafood Product 318,Seafood,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8055,20/05/2025,29/03/2025,28/05/2025,112,35,19,8,0,2,"13,13",438,"2,67",48,22,2,"$13,33","$14,59","$466,57","11,25","3,00","82,07%",FIFO,Low Stock,4,02/08/2025,"7,17%","71,89%",
SKU0258,Personal Product 103,Personal Care,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6228,26/07/2025,08/07/2025,18/10/2028,45,122,53,15,2,4,"17,64",516,"6,92",87,34,3,"$8,44","$9,51","$1.029,16","4,34","3,00","77,69%",FEFO,In Stock,2,28/06/2025,"7,04%","75,08%",
SKU0259,Seafood Product 144,Seafood,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9939,11/08/2025,31/07/2025,17/08/2025,29,235,15,23,1,0,"21,94",482,"10,71",40,18,1,"$8,74","$8,51","$2.053,34","2,80","8,00","88,54%",FIFO,Expiring Soon,5,12/07/2025,"8,59%","76,95%",
SKU0260,Dairy Product 409,Dairy,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH9180,28/05/2025,20/05/2025,25/06/2025,104,85,10,12,2,0,"5,21",161,"16,31",17,7,2,"$2,20","$2,34","$187,31","1,84","3,00","73,08%",FEFO,Expiring Soon,-1,10/08/2025,"-8,37%","65,07%",
SKU0261,Dairy Product 217,Dairy,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH8851,18/05/2025,11/04/2025,13/06/2025,114,27,27,0,0,0,"53,00",1.361,"0,51",561,190,7,"$1,27","$1,34","$34,17","58,89","27,00","94,63%",FEFO,Low Stock,-2,03/07/2025,"-8,49%","74,63%",
SKU0262,Personal Product 355,Personal Care,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9796,31/08/2025,24/07/2025,05/09/2028,9,23,10,0,2,1,"3,70",79,"6,22",81,29,14,"$17,85","$19,58","$410,45","4,83","4,00","77,53%",FIFO,Low Stock,3,27/08/2025,"2,06%","63,49%",
SKU0263,Pantry Product 182,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7547,29/08/2025,12/07/2025,25/10/2029,11,103,55,48,2,2,"22,80",694,"4,52",242,82,7,"$11,59","$11,79","$1.193,54","6,64","10,00","89,34%",FEFO,Low Stock,1,16/07/2025,"8,57%","62,51%",Seasonal SKU
SKU0264,Meat Product 262,Meat,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8303,14/04/2025,22/03/2025,26/04/2025,148,71,5,42,1,1,"24,71",605,"2,87",265,92,7,"$1,92","$2,13","$136,17","10,44","9,00","92,32%",FEFO,Low Stock,-1,12/07/2025,"7,54%","63,87%",
SKU0265,Pantry Product 257,Pantry,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2712,03/09/2025,16/08/2025,18/05/2029,6,51,9,10,0,1,"6,41",175,"7,96",73,28,7,"$8,86","$8,08","$451,95","3,77","2,00","91,69%",FEFO,Low Stock,-1,30/08/2025,"1,46%","82,66%",High return rate
SKU0266,Seafood Product 176,Seafood,A,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH6706,29/04/2025,30/03/2025,09/05/2025,133,238,56,16,0,1,"17,84",434,"13,34",29,11,1,"$10,13","$10,83","$2.411,75","2,25","10,00","88,89%",FIFO,Expiring Soon,-3,15/07/2025,"7,17%","64,01%",
SKU0267,Frozen Product 35,Frozen,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH6620,11/08/2025,01/07/2025,12/02/2026,29,494,73,96,0,0,"47,98",1.803,"10,30",150,54,2,"$3,20","$3,38","$1.580,36","2,91","13,00","92,23%",FIFO,In Stock,-2,15/06/2025,"-9,04%","97,09%",
SKU0268,Personal Product 380,Personal Care,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH3623,27/07/2025,06/07/2025,30/08/2029,44,55,55,0,1,1,"22,48",616,"2,45",342,117,10,"$6,56","$6,57","$360,72","12,26","9,00","83,36%",FEFO,Low Stock,3,12/07/2025,"9,68%","81,45%",
SKU0269,Bakery Product 95,Bakery,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH4232,31/05/2025,03/05/2025,02/06/2025,101,304,68,44,0,0,"48,35",1.409,"6,29",81,33,1,"$3,81","$3,92","$1.158,24","4,77","22,00","72,56%",FEFO,Expiring Soon,0,22/07/2025,"0,27%","87,88%",High return rate
SKU0270,Dairy Product 386,Dairy,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4063,14/08/2025,22/07/2025,07/09/2025,26,108,13,9,1,3,"12,40",292,"8,71",25,13,1,"$1,56","$1,44","$168,25","3,44","3,00","83,78%",FEFO,Expiring Soon,-2,15/08/2025,"-6,56%","76,14%",
SKU0271,Meat Product 442,Meat,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH7367,30/03/2025,19/02/2025,14/04/2025,163,67,13,18,1,0,"10,60",308,"6,32",55,23,3,"$8,70","$8,30","$582,85","4,75","6,00","70,11%",FEFO,Expiring Soon,0,26/06/2025,"-8,43%","95,74%",Promotional item
SKU0272,Household Product 317,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2388,05/04/2025,21/02/2025,26/07/2029,157,107,10,2,1,3,"7,64",242,"14,01",35,12,3,"$3,67","$4,06","$392,68","2,14","1,00","96,83%",FIFO,In Stock,3,31/07/2025,"-5,3%","64,08%",Promotional item
SKU0273,Fresh Product 192,Fresh Produce,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH3258,02/06/2025,27/04/2025,11/06/2025,99,891,51,196,2,0,"66,48",2.332,"13,40",108,42,1,"$0,89","$0,82","$795,84","2,24","20,00","81,78%",FEFO,Expiring Soon,0,17/07/2025,"4,69%","67,74%",
SKU0274,Pantry Product 356,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH5732,29/07/2025,21/07/2025,26/04/2029,42,193,36,43,0,0,"15,92",616,"12,12",169,58,7,"$6,46","$6,31","$1.246,45","2,47","6,00","88,73%",FIFO,In Stock,2,31/07/2025,"-0,34%","73,71%",
SKU0275,Pantry Product 444,Pantry,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4196,08/05/2025,17/03/2025,11/02/2027,124,148,19,23,0,1,"11,00",273,"13,45",35,13,2,"$12,93","$12,98","$1.913,09","2,23","4,00","95,12%",FEFO,In Stock,2,30/06/2025,"-7,11%","87,97%",
SKU0276,Frozen Product 351,Frozen,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH3740,19/05/2025,14/05/2025,20/03/2026,113,166,52,7,0,1,"21,53",833,"7,71",104,39,3,"$7,05","$7,66","$1.169,72","3,89","6,00","91,80%",FIFO,In Stock,6,12/08/2025,"-7,09%","74,55%",
SKU0277,Meat Product 276,Meat,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9369,15/05/2025,08/05/2025,04/06/2025,117,236,39,35,0,2,"22,57",766,"10,46",103,35,3,"$1,81","$1,88","$426,29","2,87","11,00","81,09%",FIFO,Expiring Soon,5,06/08/2025,"8,34%","82,28%",
SKU0278,Household Product 188,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH4580,20/05/2025,23/04/2025,11/06/2029,112,204,22,11,1,0,"12,84",497,"15,89",60,21,3,"$2,43","$2,62","$496,39","1,89","5,00","89,12%",FIFO,In Stock,-1,18/06/2025,"-1,62%","85,32%",
SKU0279,Meat Product 17,Meat,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH8193,12/06/2025,18/04/2025,19/06/2025,89,373,90,69,0,1,"29,27",1.139,"12,74",46,17,1,"$4,08","$3,69","$1.520,83","2,35","9,00","77,93%",FIFO,Expiring Soon,0,10/08/2025,"-1,86%","90,42%",
SKU0280,Beverages Product 353,Beverages,A,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3719,01/04/2025,21/02/2025,24/08/2028,161,961,167,238,3,0,"86,10",3.065,"11,16",134,48,1,"$7,98","$8,43","$7.672,82","2,69","41,00","92,77%",FIFO,In Stock,2,14/08/2025,"-3,82%","75,21%",
SKU0281,Household Product 292,Household,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH9827,30/06/2025,20/06/2025,03/11/2029,71,136,46,34,5,2,"18,05",589,"7,53",59,23,2,"$9,94","$9,07","$1.351,24","3,98","4,00","86,72%",FEFO,In Stock,1,11/06/2025,-7%,"60,64%",
SKU0282,Pantry Product 488,Pantry,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH1971,06/08/2025,20/07/2025,25/11/2028,34,37,37,0,2,0,"20,31",623,"1,82",155,53,5,"$14,00","$15,28","$518,16","16,47","7,00","70,92%",FIFO,Low Stock,0,12/06/2025,"-5,8%","92,68%",
SKU0283,Meat Product 365,Meat,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH9019,20/03/2025,11/03/2025,06/04/2025,173,320,61,91,0,0,"25,65",943,"12,48",274,94,7,"$2,75","$2,77","$881,34","2,40","11,00","95,56%",FEFO,Expiring Soon,0,21/06/2025,"7,07%","64,90%",
SKU0284,Frozen Product 325,Frozen,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH7046,01/05/2025,02/04/2025,07/01/2026,131,42,14,20,3,0,"8,10",222,"5,19",13,5,1,"$5,16","$4,74","$216,51","5,79","5,00","71,64%",FEFO,In Stock,2,30/07/2025,"-6,17%","80,11%",
SKU0285,Household Product 434,Household,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6869,31/03/2025,05/02/2025,20/12/2029,162,128,27,25,0,1,"12,17",323,"10,52",81,32,4,"$11,31","$12,86","$1.447,26","2,85","5,00","98,48%",FIFO,In Stock,7,03/07/2025,"-3,9%","61,34%",
SKU0286,Personal Product 423,Personal Care,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH5646,03/07/2025,12/06/2025,24/04/2028,68,64,2,5,2,2,"7,20",178,"8,89",60,24,5,"$9,62","$9,67","$615,71","3,38","1,00","95,15%",FIFO,In Stock,1,29/06/2025,"5,52%","88,20%",
SKU0287,Household Product 458,Household,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH8529,15/08/2025,14/08/2025,17/02/2030,25,269,19,37,3,1,"17,61",472,"15,28",28,10,1,"$4,36","$4,49","$1.174,13","1,96","5,00","91,49%",FIFO,In Stock,0,20/08/2025,"-5,31%","61,32%",
SKU0288,Fresh Product 491,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH5945,17/03/2025,07/03/2025,22/03/2025,176,180,22,32,1,1,"20,16",743,"8,93",128,47,4,"$1,46","$1,36","$263,11","3,36","11,00","92,32%",FEFO,Expiring Soon,0,29/08/2025,"1,76%","67,41%",
SKU0289,Meat Product 191,Meat,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH4836,31/05/2025,04/05/2025,14/06/2025,101,36,3,6,2,0,"3,04",65,"11,84",21,12,3,"$2,50","$2,38","$90,00","2,53","2,00","83,28%",FIFO,Expiring Soon,-2,11/06/2025,"4,91%","87,74%",High return rate
SKU0290,Frozen Product 68,Frozen,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH8291,30/04/2025,30/04/2025,19/04/2026,132,135,87,7,0,1,"29,19",787,"4,62",134,46,3,"$2,43","$2,73","$328,46","6,49","6,00","80,62%",FIFO,In Stock,0,12/06/2025,"-9,8%","87,48%",
SKU0291,Dairy Product 441,Dairy,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH4751,10/05/2025,16/04/2025,19/05/2025,122,180,52,41,1,0,"17,64",590,"10,20",266,90,10,"$1,09","$1,06","$195,73","2,94","6,00","93,03%",FIFO,Low Stock,-2,27/08/2025,"5,78%","69,25%",Promotional item
SKU0292,Personal Product 71,Personal Care,B,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3340,29/03/2025,25/03/2025,13/01/2030,164,87,34,16,2,0,"10,75",350,"8,09",53,21,3,"$9,23","$9,59","$803,16","3,71","6,00","92,33%",FIFO,In Stock,-6,23/06/2025,"-6,51%","84,73%",
SKU0293,Frozen Product 370,Frozen,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8248,27/05/2025,02/04/2025,29/04/2026,105,126,28,14,0,2,"10,01",304,"12,59",38,18,2,"$5,25","$4,87","$661,12","2,38","3,00","95,47%",FIFO,In Stock,-2,29/08/2025,"-2,23%","67,24%",
SKU0294,Dairy Product 64,Dairy,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6152,12/06/2025,23/04/2025,02/07/2025,89,579,132,50,2,0,"54,27",1.668,"10,67",577,197,7,"$1,89","$2,07","$1.094,89","2,81","19,00","81,33%",FIFO,Expiring Soon,5,09/08/2025,"2,44%","90,55%",
SKU0295,Fresh Product 284,Fresh Produce,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1439,07/04/2025,12/02/2025,14/04/2025,155,161,16,19,0,0,"15,62",532,"10,31",119,41,5,"$1,28","$1,45","$205,73","2,91","8,00","85,52%",FEFO,Expiring Soon,-1,14/08/2025,"-3,61%","71,84%",
SKU0296,Frozen Product 383,Frozen,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH4921,28/03/2025,25/02/2025,07/10/2025,165,351,44,11,2,2,"19,36",532,"18,13",296,102,10,"$6,66","$6,52","$2.338,22","1,65","10,00","82,43%",FEFO,In Stock,-2,26/08/2025,"-8,31%","62,92%",
SKU0297,Pantry Product 37,Pantry,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3162,09/06/2025,16/05/2025,18/03/2028,92,73,7,8,0,0,"4,65",121,"15,70",11,6,1,"$1,69","$1,79","$123,19","1,91","3,00","85,29%",FEFO,In Stock,2,25/07/2025,"6,49%","97,24%",
SKU0298,Dairy Product 242,Dairy,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1225,12/04/2025,27/03/2025,21/04/2025,150,56,56,0,2,1,"35,45",1.255,"1,58",61,26,1,"$0,92","$1,04","$51,53","18,99","13,00","97,02%",FIFO,Low Stock,1,04/09/2025,"0,83%","84,02%",
SKU0299,Personal Product 204,Personal Care,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9209,02/04/2025,12/02/2025,31/03/2030,160,92,16,18,1,4,"5,62",121,"16,37",38,16,4,"$15,50","$17,70","$1.426,16","1,83","4,00","78,25%",FEFO,In Stock,0,17/07/2025,"7,8%","69,37%",
SKU0300,Fresh Product 275,Fresh Produce,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH2369,01/08/2025,13/07/2025,08/08/2025,39,186,17,17,3,0,"11,61",366,"16,02",42,19,2,"$1,54","$1,74","$286,98","1,87","3,00","82,21%",FIFO,Expiring Soon,-5,06/07/2025,"-1,19%","96,49%",
SKU0301,Personal Product 80,Personal Care,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH2083,01/06/2025,13/05/2025,14/09/2029,100,142,26,23,1,0,"18,95",445,"7,49",66,28,2,"$7,69","$8,34","$1.092,18","4,00","7,00","91,68%",FEFO,In Stock,0,10/08/2025,"5,95%","72,78%",Seasonal SKU
SKU0302,Personal Product 60,Personal Care,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH6067,07/04/2025,24/02/2025,28/07/2026,155,137,16,4,2,3,"12,78",491,"10,72",274,95,14,"$6,53","$6,31","$894,34","2,80","5,00","79,45%",FIFO,Low Stock,4,25/08/2025,"-9,58%","78,40%",High return rate
SKU0303,Beverages Product 84,Beverages,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH5247,29/04/2025,19/04/2025,23/03/2029,133,91,76,15,2,1,"20,74",569,"4,39",63,22,2,"$7,27","$8,27","$661,74","6,84","14,00","81,97%",FEFO,In Stock,-1,24/08/2025,"-0,26%","69,93%",
SKU0304,Household Product 376,Household,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH5456,16/06/2025,14/05/2025,11/11/2028,85,30,0,3,0,0,"3,14",78,"9,55",16,10,2,"$19,42","$19,48","$582,71","3,14","1,00","72,36%",FIFO,In Stock,0,07/08/2025,"-5,65%","89,66%",
SKU0305,Pantry Product 40,Pantry,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH1908,02/05/2025,01/04/2025,08/05/2028,130,13,2,2,2,0,"1,29",47,"10,08",3,2,1,"$7,27","$8,08","$94,57","2,98","2,00","76,66%",FIFO,In Stock,2,24/07/2025,"5,98%","87,63%",
SKU0306,Beverages Product 458,Beverages,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH1042,13/07/2025,11/07/2025,20/05/2029,58,661,243,134,0,0,"79,67",2.698,"8,30",1.203,406,10,"$1,85","$1,82","$1.224,17","3,62","25,00","98,89%",FIFO,Low Stock,3,09/08/2025,"-5,59%","83,69%",Promotional item
